"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-10",7,51,0,19,0,30
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-11",8,65,0,16,0,19
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-12",7,0,10,32,0,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-13",8,11,19,8,18,43
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-14",8,45,19,8,0,29
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-15",7,18,0,14,28,40
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-16",6,7,12,26,18,37
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-17",7,6,0,24,41,29
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-18",13,19,18,29,8,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-19",6,30,0,12,33,24
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-09",9,39,15,27,12,7
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-10",4,52,0,0,16,32
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-11",6,0,11,0,0,89
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-12",4,0,0,14,14,71
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-13",16,12,5,9,37,37
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-14",6,19,18,0,14,48
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-15",8,37,0,0,0,63
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-16",8,15,0,19,7,58
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-17",5,51,0,0,12,37
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-18",7,0,0,54,30,16
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-19",10,15,11,17,0,58
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-20",5,14,0,21,0,65
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-21",6,35,22,10,14,19
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-22",2,0,0,100,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-23",4,23,20,0,26,31
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-24",5,0,0,17,29,53
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-25",2,0,0,0,41,59
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-26",9,34,0,13,14,40
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-27",5,0,0,25,31,44
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-28",9,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-29",8,7,0,0,33,60
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-30",8,46,22,0,0,32
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-01-31",5,35,11,0,0,54
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-01",4,24,0,0,0,76
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-02",3,32,36,0,31,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-03",4,60,0,0,0,40
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-04",7,36,7,12,11,34
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-05",5,21,10,22,0,47
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-06",6,40,0,0,12,48
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-07",3,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-08",5,32,0,0,20,47
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-09",3,47,0,0,0,53
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-10",4,21,0,0,37,42
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-11",5,16,0,0,36,48
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-12",3,68,0,0,0,32
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-13",5,13,0,0,18,69
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-14",7,12,0,8,8,73
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-15",10,18,9,29,13,31
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-16",9,40,23,23,7,8
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-17",6,11,26,14,0,48
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-18",7,22,49,29,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-19",9,17,6,22,24,32
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-20",4,52,0,33,0,15
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-21",7,0,22,0,35,43
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-22",3,55,22,0,0,22
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-23",4,76,24,0,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-24",1,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-25",7,0,41,12,25,22
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-26",9,0,19,24,0,57
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-27",4,36,0,64,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-28",9,23,0,0,21,56
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-02-29",7,32,0,0,0,68
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-01",10,0,0,0,7,93
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-02",8,10,11,11,48,20
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-03",4,0,0,17,15,67
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-04",4,19,0,41,0,40
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-05",14,4,37,6,12,41
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-06",4,28,0,0,38,34
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-07",3,21,0,0,32,46
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-08",9,59,0,0,0,41
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-09",7,19,0,34,12,35
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-10",5,31,0,0,0,69
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-11",2,0,0,38,0,62
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-12",9,51,0,0,0,49
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-13",5,22,13,27,0,39
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-14",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-15",6,61,0,0,14,25
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-16",4,18,0,18,0,63
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-17",6,11,0,0,48,42
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-18",6,14,0,15,0,71
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-19",8,18,0,23,40,19
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-20",7,92,0,0,0,8
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-21",6,0,34,0,21,46
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-22",6,0,0,33,38,30
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-23",5,12,0,48,0,40
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-24",6,0,0,0,36,64
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-25",8,35,0,0,20,45
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-26",7,11,0,0,42,48
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-27",2,47,0,0,0,53
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-28",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-29",3,0,0,0,27,73
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-30",6,26,0,0,44,30
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-03-31",5,69,0,0,0,31
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-01",4,0,54,0,0,46
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-02",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-03",3,28,0,23,18,31
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-04",4,18,37,44,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-05",4,0,0,43,0,57
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-06",3,0,0,0,28,72
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-07",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-08",4,0,0,0,27,73
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-09",4,0,41,0,0,59
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-10",13,8,45,0,9,39
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-11",8,40,16,0,22,22
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-12",6,41,0,0,59,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-13",3,0,0,46,0,54
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-14",5,0,21,22,37,19
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-15",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-16",4,0,0,0,40,60
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-17",9,47,16,8,18,10
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-18",3,67,0,0,33,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-19",2,0,41,0,41,19
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-20",9,41,0,6,0,53
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-21",3,0,60,40,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-22",3,26,49,26,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-23",3,27,0,20,0,53
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-24",3,0,0,0,22,78
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-25",4,20,0,57,0,24
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-26",10,30,18,0,23,29
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-27",9,8,0,10,8,75
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-28",6,11,21,0,16,51
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-29",5,14,33,0,28,24
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-04-30",9,0,38,10,13,39
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-01",3,24,0,0,0,76
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-02",4,0,38,0,14,47
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-03",1,100,0,0,0,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-04",5,30,29,0,0,41
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-05",1,0,0,0,100,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-06",4,0,0,63,37,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-07",5,23,0,23,48,6
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-08",3,19,0,0,42,40
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-09",3,28,21,0,51,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-10",5,12,0,48,0,39
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-11",5,14,17,13,55,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-12",5,18,0,19,45,18
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-13",3,17,0,23,34,26
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-14",4,0,20,20,0,60
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-15",5,0,22,29,0,49
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-16",2,0,0,0,100,0
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-17",7,12,12,0,0,77
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-18",2,0,0,0,0,100
"SM2_1","Annual Airplane Flights: 12 or More Times","2020-05-19",2,35,0,0,0,65
"SM2_2","Annual Rental Car Usage: None","2020-01-09",174,13,9,8,13,57
"SM2_2","Annual Rental Car Usage: None","2020-01-10",178,17,13,10,6,55
"SM2_2","Annual Rental Car Usage: None","2020-01-11",158,13,7,9,9,61
"SM2_2","Annual Rental Car Usage: None","2020-01-12",184,13,5,8,15,59
"SM2_2","Annual Rental Car Usage: None","2020-01-13",209,16,12,8,7,58
"SM2_2","Annual Rental Car Usage: None","2020-01-14",192,18,8,9,8,58
"SM2_2","Annual Rental Car Usage: None","2020-01-15",174,15,9,12,7,57
"SM2_2","Annual Rental Car Usage: None","2020-01-16",179,22,9,9,7,54
"SM2_2","Annual Rental Car Usage: None","2020-01-17",167,16,10,11,8,56
"SM2_2","Annual Rental Car Usage: None","2020-01-18",170,17,5,9,6,63
"SM2_2","Annual Rental Car Usage: None","2020-01-19",177,16,6,8,4,66
"SM2_2","Annual Rental Car Usage: None","2020-01-20",230,19,6,7,8,60
"SM2_2","Annual Rental Car Usage: None","2020-01-21",183,18,12,6,6,58
"SM2_2","Annual Rental Car Usage: None","2020-01-22",192,19,10,9,7,55
"SM2_2","Annual Rental Car Usage: None","2020-01-23",188,18,8,9,13,52
"SM2_2","Annual Rental Car Usage: None","2020-01-24",213,18,14,7,9,52
"SM2_2","Annual Rental Car Usage: None","2020-01-25",189,18,15,8,10,49
"SM2_2","Annual Rental Car Usage: None","2020-01-26",190,18,12,3,7,60
"SM2_2","Annual Rental Car Usage: None","2020-01-27",174,23,12,11,11,43
"SM2_2","Annual Rental Car Usage: None","2020-01-28",205,17,11,6,12,53
"SM2_2","Annual Rental Car Usage: None","2020-01-29",196,17,8,8,12,55
"SM2_2","Annual Rental Car Usage: None","2020-01-30",189,20,11,9,11,49
"SM2_2","Annual Rental Car Usage: None","2020-01-31",155,18,15,6,13,49
"SM2_2","Annual Rental Car Usage: None","2020-02-01",167,15,14,8,15,48
"SM2_2","Annual Rental Car Usage: None","2020-02-02",172,20,15,6,11,49
"SM2_2","Annual Rental Car Usage: None","2020-02-03",188,22,12,11,14,41
"SM2_2","Annual Rental Car Usage: None","2020-02-04",167,20,10,7,12,52
"SM2_2","Annual Rental Car Usage: None","2020-02-05",204,16,12,8,12,52
"SM2_2","Annual Rental Car Usage: None","2020-02-06",171,18,7,8,12,54
"SM2_2","Annual Rental Car Usage: None","2020-02-07",162,19,12,8,16,46
"SM2_2","Annual Rental Car Usage: None","2020-02-08",199,18,14,8,11,49
"SM2_2","Annual Rental Car Usage: None","2020-02-09",198,21,10,6,9,54
"SM2_2","Annual Rental Car Usage: None","2020-02-10",201,15,12,13,13,47
"SM2_2","Annual Rental Car Usage: None","2020-02-11",181,23,13,8,12,45
"SM2_2","Annual Rental Car Usage: None","2020-02-12",190,20,16,6,10,48
"SM2_2","Annual Rental Car Usage: None","2020-02-13",195,22,13,4,13,48
"SM2_2","Annual Rental Car Usage: None","2020-02-14",205,18,16,8,17,41
"SM2_2","Annual Rental Car Usage: None","2020-02-15",182,23,15,11,8,43
"SM2_2","Annual Rental Car Usage: None","2020-02-16",193,18,12,8,13,49
"SM2_2","Annual Rental Car Usage: None","2020-02-17",184,18,12,9,16,45
"SM2_2","Annual Rental Car Usage: None","2020-02-18",195,24,11,12,11,42
"SM2_2","Annual Rental Car Usage: None","2020-02-19",193,21,15,7,14,42
"SM2_2","Annual Rental Car Usage: None","2020-02-20",173,20,13,9,11,46
"SM2_2","Annual Rental Car Usage: None","2020-02-21",223,23,14,9,15,39
"SM2_2","Annual Rental Car Usage: None","2020-02-22",162,19,12,7,17,45
"SM2_2","Annual Rental Car Usage: None","2020-02-23",164,23,18,7,12,41
"SM2_2","Annual Rental Car Usage: None","2020-02-24",160,14,12,9,13,51
"SM2_2","Annual Rental Car Usage: None","2020-02-25",175,22,13,6,14,45
"SM2_2","Annual Rental Car Usage: None","2020-02-26",166,15,15,9,13,49
"SM2_2","Annual Rental Car Usage: None","2020-02-27",198,26,15,8,15,36
"SM2_2","Annual Rental Car Usage: None","2020-02-28",180,22,18,4,13,43
"SM2_2","Annual Rental Car Usage: None","2020-02-29",180,19,16,8,12,45
"SM2_2","Annual Rental Car Usage: None","2020-03-01",176,21,17,7,11,44
"SM2_2","Annual Rental Car Usage: None","2020-03-02",200,18,17,10,18,38
"SM2_2","Annual Rental Car Usage: None","2020-03-03",179,23,13,4,11,49
"SM2_2","Annual Rental Car Usage: None","2020-03-04",155,22,13,10,17,38
"SM2_2","Annual Rental Car Usage: None","2020-03-05",179,24,10,12,13,42
"SM2_2","Annual Rental Car Usage: None","2020-03-06",177,19,14,11,12,44
"SM2_2","Annual Rental Car Usage: None","2020-03-07",192,19,15,11,14,41
"SM2_2","Annual Rental Car Usage: None","2020-03-08",193,20,14,11,14,40
"SM2_2","Annual Rental Car Usage: None","2020-03-09",168,22,17,7,13,42
"SM2_2","Annual Rental Car Usage: None","2020-03-10",185,19,16,8,11,45
"SM2_2","Annual Rental Car Usage: None","2020-03-11",198,23,13,8,15,41
"SM2_2","Annual Rental Car Usage: None","2020-03-12",150,22,14,6,11,46
"SM2_2","Annual Rental Car Usage: None","2020-03-13",118,27,17,6,13,37
"SM2_2","Annual Rental Car Usage: None","2020-03-14",149,22,11,8,12,47
"SM2_2","Annual Rental Car Usage: None","2020-03-15",178,22,13,11,14,40
"SM2_2","Annual Rental Car Usage: None","2020-03-16",172,22,7,8,15,47
"SM2_2","Annual Rental Car Usage: None","2020-03-17",191,21,13,8,13,45
"SM2_2","Annual Rental Car Usage: None","2020-03-18",172,27,13,5,16,39
"SM2_2","Annual Rental Car Usage: None","2020-03-19",145,18,14,7,24,36
"SM2_2","Annual Rental Car Usage: None","2020-03-20",154,21,15,13,12,39
"SM2_2","Annual Rental Car Usage: None","2020-03-21",122,18,18,7,16,40
"SM2_2","Annual Rental Car Usage: None","2020-03-22",151,23,14,10,12,41
"SM2_2","Annual Rental Car Usage: None","2020-03-23",121,27,13,8,17,35
"SM2_2","Annual Rental Car Usage: None","2020-03-24",160,17,10,11,21,42
"SM2_2","Annual Rental Car Usage: None","2020-03-25",141,23,7,13,16,41
"SM2_2","Annual Rental Car Usage: None","2020-03-26",160,26,13,10,23,28
"SM2_2","Annual Rental Car Usage: None","2020-03-27",132,24,10,8,20,38
"SM2_2","Annual Rental Car Usage: None","2020-03-28",160,22,8,9,18,43
"SM2_2","Annual Rental Car Usage: None","2020-03-29",154,24,11,10,13,42
"SM2_2","Annual Rental Car Usage: None","2020-03-30",157,20,9,7,14,50
"SM2_2","Annual Rental Car Usage: None","2020-03-31",158,25,12,10,17,36
"SM2_2","Annual Rental Car Usage: None","2020-04-01",127,21,8,11,20,41
"SM2_2","Annual Rental Car Usage: None","2020-04-02",137,23,10,11,18,37
"SM2_2","Annual Rental Car Usage: None","2020-04-03",124,27,8,9,19,37
"SM2_2","Annual Rental Car Usage: None","2020-04-04",114,27,8,10,14,41
"SM2_2","Annual Rental Car Usage: None","2020-04-05",124,23,12,5,14,47
"SM2_2","Annual Rental Car Usage: None","2020-04-06",132,19,12,6,23,40
"SM2_2","Annual Rental Car Usage: None","2020-04-07",114,17,11,12,19,40
"SM2_2","Annual Rental Car Usage: None","2020-04-08",112,25,12,13,13,37
"SM2_2","Annual Rental Car Usage: None","2020-04-09",95,16,16,14,19,35
"SM2_2","Annual Rental Car Usage: None","2020-04-10",139,21,12,8,28,32
"SM2_2","Annual Rental Car Usage: None","2020-04-11",131,22,9,10,17,42
"SM2_2","Annual Rental Car Usage: None","2020-04-12",164,17,8,12,18,45
"SM2_2","Annual Rental Car Usage: None","2020-04-13",134,24,8,10,19,40
"SM2_2","Annual Rental Car Usage: None","2020-04-14",150,24,8,10,16,42
"SM2_2","Annual Rental Car Usage: None","2020-04-15",110,24,9,15,19,33
"SM2_2","Annual Rental Car Usage: None","2020-04-16",115,19,3,19,12,47
"SM2_2","Annual Rental Car Usage: None","2020-04-17",128,18,8,13,19,42
"SM2_2","Annual Rental Car Usage: None","2020-04-18",151,24,9,9,23,36
"SM2_2","Annual Rental Car Usage: None","2020-04-19",141,21,10,12,23,34
"SM2_2","Annual Rental Car Usage: None","2020-04-20",135,27,6,10,21,36
"SM2_2","Annual Rental Car Usage: None","2020-04-21",128,24,7,8,18,43
"SM2_2","Annual Rental Car Usage: None","2020-04-22",119,23,7,9,17,44
"SM2_2","Annual Rental Car Usage: None","2020-04-23",134,15,8,10,19,48
"SM2_2","Annual Rental Car Usage: None","2020-04-24",103,27,5,16,17,35
"SM2_2","Annual Rental Car Usage: None","2020-04-25",85,24,12,9,23,32
"SM2_2","Annual Rental Car Usage: None","2020-04-26",123,23,12,11,18,35
"SM2_2","Annual Rental Car Usage: None","2020-04-27",128,25,8,10,17,41
"SM2_2","Annual Rental Car Usage: None","2020-04-28",119,16,10,13,27,34
"SM2_2","Annual Rental Car Usage: None","2020-04-29",145,23,7,16,17,38
"SM2_2","Annual Rental Car Usage: None","2020-04-30",122,17,11,8,21,43
"SM2_2","Annual Rental Car Usage: None","2020-05-01",132,22,15,8,20,35
"SM2_2","Annual Rental Car Usage: None","2020-05-02",94,23,8,11,24,34
"SM2_2","Annual Rental Car Usage: None","2020-05-03",146,19,5,12,17,46
"SM2_2","Annual Rental Car Usage: None","2020-05-04",164,22,5,12,22,38
"SM2_2","Annual Rental Car Usage: None","2020-05-05",104,14,7,7,21,50
"SM2_2","Annual Rental Car Usage: None","2020-05-06",94,23,4,16,21,37
"SM2_2","Annual Rental Car Usage: None","2020-05-07",118,16,3,11,24,46
"SM2_2","Annual Rental Car Usage: None","2020-05-08",103,22,6,11,19,42
"SM2_2","Annual Rental Car Usage: None","2020-05-09",104,24,8,5,21,42
"SM2_2","Annual Rental Car Usage: None","2020-05-10",127,22,12,8,24,34
"SM2_2","Annual Rental Car Usage: None","2020-05-11",124,25,5,14,18,38
"SM2_2","Annual Rental Car Usage: None","2020-05-12",137,24,6,15,17,37
"SM2_2","Annual Rental Car Usage: None","2020-05-13",131,22,10,8,22,38
"SM2_2","Annual Rental Car Usage: None","2020-05-14",105,24,9,8,21,39
"SM2_2","Annual Rental Car Usage: None","2020-05-15",115,15,10,7,20,48
"SM2_2","Annual Rental Car Usage: None","2020-05-16",91,27,7,8,8,50
"SM2_2","Annual Rental Car Usage: None","2020-05-17",132,18,15,9,17,41
"SM2_2","Annual Rental Car Usage: None","2020-05-18",121,26,13,7,15,38
"SM2_2","Annual Rental Car Usage: None","2020-05-19",109,24,6,6,17,48
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-09",39,17,17,15,4,47
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-10",39,10,5,35,18,31
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-11",51,25,7,12,11,44
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-12",48,33,6,11,8,42
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-13",27,17,7,19,10,48
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-14",47,10,14,14,14,48
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-15",39,18,16,13,16,38
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-16",37,26,4,12,13,45
"SM2_2","Annual Rental Car Usage: 1 Time","2020-01-17",38,26,4,10,4,57
